,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,symbol
ENSG00000006451.6,1.23991157392041,1.13694921180675,1.35219822941668,1.16364150171792e-06,1.24808391194088,1.12302338118747,1.387071255452,3.89341872017578e-05,RALA
ENSG00000130159.12,0.866036439306509,0.808221235401829,0.927987389286802,4.50178977115898e-05,0.866036439306509,0.808221235401829,0.927987389286802,4.50178977115898e-05,ECSIT
ENSG00000117592.8,1.18753055739742,1.10846653841003,1.27223400606701,1.01152847905747e-06,1.20261597219671,1.10054693869068,1.31415128763456,4.5587589885752e-05,PRDX6
ENSG00000184575.10,1.27328636268969,1.1910810774825,1.36116524060501,1.29207556871983e-12,1.32226652307899,1.15369894727003,1.51546359836123,5.95034721879448e-05,XPOT
ENSG00000232119.6,1.23273127134437,1.14616500264811,1.32583562038568,1.77876160641783e-08,1.24058208238778,1.11615912337018,1.37887499274705,6.3898459852205e-05,MCTS1
ENSG00000145439.10,0.796991944916056,0.747073839551777,0.850245486633795,6.16006130877777e-12,0.781615972922442,0.69237633538745,0.882357610887475,6.79460398947431e-05,CBR4
ENSG00000184840.10,1.17007738954862,1.08267585382416,1.26453461827667,7.32714346578134e-05,1.17007738954862,1.08267585382416,1.26453461827667,7.32714346578134e-05,TMED9
ENSG00000125977.6,1.29763743794067,1.19236458140097,1.41220474560454,1.58302978854895e-09,1.33679118025458,1.15682951876738,1.54474849631304,8.32803368735583e-05,EIF2S2
ENSG00000183172.8,0.83516152946172,0.782952791493858,0.890851642487963,4.52204021564319e-08,0.813842981949582,0.734022743752857,0.902343156129226,9.18918362120031e-05,SMDT1
ENSG00000107262.15,0.846020638320118,0.79803937761295,0.896886720808807,1.9867150411972e-08,0.823883157175619,0.747576157004596,0.907979006978273,9.35851564392283e-05,BAG1
ENSG00000196262.12,1.16223757186397,1.07774636259763,1.25335257007641,9.45082642450388e-05,1.16223757186397,1.07774636259763,1.25335257007641,9.45082642450388e-05,PPIA
ENSG00000103274.9,0.811384274829941,0.744513007274931,0.884261839629885,1.90885120980905e-06,0.800251792233687,0.715460618671883,0.895091797172588,9.64161276872566e-05,NUBP1
ENSG00000101189.6,1.23821681389891,1.15323868297035,1.32945668651439,3.85459515629333e-09,1.24770804998968,1.1163541658849,1.3945174619159,9.64796772029961e-05,MRGBP
ENSG00000198742.8,1.15971583308908,1.07541400074737,1.25062609616652,0.000119010044942706,1.15971583308908,1.07541400074737,1.25062609616652,0.000119010044942706,SMURF1
ENSG00000178397.11,1.23679816670254,1.13311500963034,1.34996861938824,1.96025428749462e-06,1.27623692118976,1.12691070964577,1.44535025274531,0.000122100704839839,FAM220A
ENSG00000143870.11,1.18494044072145,1.11166584836006,1.26304487101809,1.88489773561502e-07,1.20522235545442,1.09528434336335,1.32619527969023,0.000130809062930945,PDIA6
ENSG00000169032.8,1.26148172144566,1.147466688417,1.38682556069393,1.53979808776693e-06,1.25700976661075,1.11767017412683,1.41372078268906,0.000135752962491827,MAP2K1
ENSG00000106993.10,0.837147867080071,0.777015283779331,0.901934062285114,2.95595649175456e-06,0.821934133267807,0.743171382530796,0.909044313749131,0.000135961055870176,CDC37L1
ENSG00000086232.11,1.21362386200923,1.09880305636781,1.34044301196881,0.000134528808277627,1.21389914415729,1.09820498590088,1.34178149899494,0.00014880464932939,EIF2AK1
ENSG00000175216.13,1.26594832852988,1.17124374923709,1.36831054300312,2.77621323458585e-09,1.3417403581571,1.15214566841817,1.56253435486088,0.000155531982131521,CKAP5
ENSG00000143570.16,1.25366969769061,1.15240698500811,1.36383042740461,1.4322075526778e-07,1.29987835972813,1.13399474218003,1.49002785219372,0.0001664134614913,SLC39A1
ENSG00000115233.10,1.2731584718077,1.17175346947972,1.38333918913459,1.17826627411666e-08,1.28397768947866,1.12724933888196,1.46249693853366,0.000167671404517331,PSMD14
ENSG00000169826.7,1.14393201566422,1.07272806088364,1.2198622411198,4.11301346693838e-05,1.14236593268584,1.06550569687312,1.22477048033707,0.000180110360379654,CSGALNACT2
ENSG00000173011.11,0.741487702591131,0.672208285962049,0.817907223959619,2.28241147141956e-09,0.68942854897872,0.567380380218165,0.83773027887242,0.00018319730141314,TADA2B
ENSG00000101182.13,1.14512271261393,1.06651574046058,1.22952336960165,0.00018787752429667,1.14512271261393,1.06651574046058,1.22952336960165,0.00018787752429667,PSMA7
ENSG00000155096.12,1.21364825360488,1.12923949962699,1.30436642002403,1.40463548865456e-07,1.26341348363772,1.1174330338446,1.42846468852431,0.000189677646621155,AZIN1
ENSG00000115677.15,1.24797834473423,1.14444609418203,1.36087663442003,5.34779368003098e-07,1.25764876349889,1.11427274687979,1.41947329929709,0.000205614366480281,HDLBP
ENSG00000155506.15,1.21084353253107,1.10663471118548,1.3248654189617,3.0906406673707e-05,1.21551398215378,1.09551870519198,1.34865268279688,0.000233017816609305,LARP1
ENSG00000111640.13,1.17747371170979,1.11350861854625,1.24511325613063,9.88424570358928e-09,1.17941583264676,1.07982376732746,1.28819326670369,0.000246241704370445,GAPDH
ENSG00000127947.14,1.21556852944771,1.12582384037888,1.31246718783855,6.08245424514581e-07,1.26540468266794,1.11571932639775,1.43517188690079,0.000247620821522659,PTPN12
ENSG00000179456.10,0.904512447885884,0.868579826390271,0.941931580175689,1.21964504517006e-06,0.902140425780631,0.853789058678416,0.953230004009927,0.000248098283253946,ZBTB18
ENSG00000136986.8,1.28789960292865,1.17946154979903,1.40630729972198,1.71952687261514e-08,1.2926847227308,1.12520081776739,1.48509827401056,0.000287671480543623,DERL1
ENSG00000023572.7,1.18149505637657,1.1046052150928,1.2637370792469,1.18787386178974e-06,1.21305640444013,1.09224500430593,1.347230552259,0.000308047536643893,GLRX2
ENSG00000108671.8,1.29718139173056,1.18753846260992,1.41694742194196,7.7089042374527e-09,1.38861936303407,1.15947818945972,1.66304442198404,0.00035954216214858,PSMD11
ENSG00000176407.16,1.2727022638518,1.14169359923258,1.4187440951778,1.35615404852262e-05,1.30803225094942,1.12825477808589,1.51645568248908,0.000371386457803819,KCMF1
ENSG00000242259.7,0.839505085947026,0.775334155050604,0.908987157008354,1.61802794039953e-05,0.817061504268614,0.73083679451314,0.913459074268992,0.00038415680425199,C22orf39
ENSG00000176476.7,0.860918056052335,0.805396111253492,0.920267541500025,1.06839463277393e-05,0.85193395641347,0.779226254495079,0.931425836723898,0.000430339108385963,SGF29
ENSG00000130826.14,1.24029233911048,1.14861074448904,1.33929191750725,3.88128380802825e-08,1.33850358679755,1.13723462126919,1.57539334308204,0.000453641373700786,DKC1
ENSG00000173457.9,1.15556760100295,1.09743966854287,1.21677438748018,3.9991622442228e-08,1.14254168332431,1.06045755463132,1.23097948845995,0.000459818368863987,PPP1R14B
ENSG00000096384.18,1.22618155180654,1.14029409582931,1.31853808898064,3.72637470937374e-08,1.20887107553212,1.08702254483153,1.34437807587945,0.000466516183884982,HSP90AB1
ENSG00000083896.11,0.782624983956284,0.691796980168559,0.885378056092895,9.85312679906104e-05,0.786739995789881,0.687345454736446,0.900507622055629,0.000500024798717908,YTHDC1
ENSG00000178988.10,0.834320150779822,0.766354847869746,0.908313056193489,2.93908140947198e-05,0.843801968050025,0.766278289970964,0.929168646174322,0.000552232790311801,MRFAP1L1
ENSG00000138385.14,1.27225271297669,1.16644957888129,1.38765274983331,5.46314819772347e-08,1.326038115098,1.12977643405524,1.55639384013447,0.000554311914831693,SSB
ENSG00000105438.7,1.21314245112839,1.11455487492264,1.32045055819431,7.89995532228483e-06,1.20959240199329,1.08433708021573,1.34931637555806,0.000645591793648675,KDELR1
ENSG00000179950.12,1.13325818520323,1.05466850712555,1.2177040517028,0.000646075997510576,1.13325818520323,1.05466850712555,1.2177040517028,0.000646075997510576,PUF60
ENSG00000165733.7,1.19999700523335,1.08630874524281,1.32558337477726,0.000330509428731709,1.21222678618918,1.08430786539557,1.35523667036987,0.000718151181336778,BMS1
ENSG00000100201.17,0.838115434990312,0.76468191464573,0.918600883472487,0.000160171934898327,0.829336748595678,0.744027457077624,0.924427500663451,0.000727957648717159,DDX17
ENSG00000115128.6,1.20098003989321,1.10342833791224,1.30715607589972,2.26497768164549e-05,1.22816724766057,1.0901084092126,1.38371080846508,0.000730035648660943,SF3B6
ENSG00000100897.16,0.800957024276594,0.729887740444531,0.878946335428648,2.8446616204273e-06,0.79021468926626,0.689016146046013,0.906276665235754,0.000758677896029001,DCAF11
ENSG00000166598.11,1.21744713478787,1.12870238878025,1.31316947738982,3.48568268226616e-07,1.2350433096199,1.09176973203653,1.39711876220603,0.000792059157373895,HSP90B1
ENSG00000104331.7,1.19215999089675,1.10106372752487,1.29079308342107,1.46535444090802e-05,1.21395940529644,1.0839382039736,1.35957698723532,0.000795264612530469,IMPAD1
ENSG00000167671.10,0.833322108840142,0.768207535667165,0.903955903633115,1.1208728985926e-05,0.815529026990867,0.723766108252211,0.918926136885241,0.000813332010474412,UBXN6
ENSG00000090621.12,1.20077585601281,1.11519266288205,1.29292695726407,1.23478085552942e-06,1.27942198626334,1.10733084993779,1.47825793801915,0.000828046484755737,PABPC4
ENSG00000244687.10,1.17538584345801,1.08772432709571,1.27011214752388,4.38323111362059e-05,1.18171054547731,1.07143134527398,1.30334045149219,0.000836864291312755,UBE2V1
ENSG00000106628.9,1.1731772667282,1.09649827481017,1.25521848122025,3.63661351262189e-06,1.16483099368541,1.06504132510751,1.27397051350396,0.000840987936650208,POLD2
ENSG00000167815.10,0.880628433212954,0.83584286320986,0.927813673499526,1.81118835644683e-06,0.871261961009761,0.80355274302451,0.94467651475545,0.000841439746946866,PRDX2
ENSG00000233927.4,0.912815516642192,0.865129176258254,0.963130351269092,0.000861522434212504,0.912815516642192,0.865129176258254,0.963130351269092,0.000861522434212504,RPS28
ENSG00000182004.11,1.13494264731535,1.06337095713883,1.21133157159097,0.000139657006507467,1.14245480681618,1.05616687582075,1.23579238801928,0.000888066294433515,SNRPE
ENSG00000127445.12,0.866224586829773,0.802774451831792,0.934689728997048,0.000215465922965634,0.857389825199933,0.782812320180218,0.939072231498776,0.000920001038810359,PIN1
ENSG00000152219.4,0.842650504379343,0.766939147537858,0.925835999909903,0.000364957132865759,0.843056703945704,0.761719869330229,0.933078727082101,0.000973509896082131,ARL14EP
ENSG00000186432.7,1.27608603590496,1.15571202744003,1.40899768486326,1.41651659926605e-06,1.42127257800346,1.15314714614683,1.75174152555842,0.000981120443284201,KPNA4
ENSG00000168101.13,0.889764916516864,0.830369791513663,0.953408487104429,0.000921223868679934,0.889573462254045,0.829754024845608,0.953705460957411,0.000985853877398257,NUDT16L1
ENSG00000136444.8,0.828912592417846,0.762573211805987,0.901023108642432,1.03925160776849e-05,0.822859348049276,0.732236338929615,0.924698038971765,0.00105659526229912,RSAD1
ENSG00000114503.9,1.22480648911164,1.12115280543306,1.33804324308008,6.96629596933617e-06,1.38568307568226,1.13974407498244,1.68469187809715,0.00106765224265887,NCBP2
ENSG00000170852.9,1.26492827385832,1.13670878800237,1.40761077497964,1.63420245130764e-05,1.25428151456126,1.09456945930756,1.4372976556146,0.00111304869123192,KBTBD2
ENSG00000185359.11,1.23428728006527,1.13691068936983,1.34000419204024,5.1601821676436e-07,1.31623018825546,1.11513034245127,1.55359588249272,0.00116162904381328,HGS
ENSG00000111726.11,1.15569141738538,1.07521892630945,1.24218670220266,8.51485622848322e-05,1.16873754131442,1.06353403165191,1.28434765585832,0.00119587874220188,CMAS
ENSG00000176248.8,0.838019447863962,0.77312358705101,0.908362656062495,1.73081223164155e-05,0.774912507019552,0.664098064055883,0.90421795520367,0.00120065589607999,ANAPC2
ENSG00000118564.13,0.744651200312441,0.689478708399909,0.804238627489475,6.05885300301047e-14,0.731908995058412,0.605941893471491,0.88406294864083,0.00120069198770266,FBXL5
ENSG00000123562.15,1.25485587435262,1.15068550855121,1.36845667534294,2.83208341047851e-07,1.30379726047701,1.10977391352483,1.53174198430041,0.00125117518785964,MORF4L2
ENSG00000122692.8,0.820204512603435,0.742576996881812,0.905947053733083,9.34256222182933e-05,0.775724396540413,0.664684330834154,0.905314465037585,0.00127305947633819,SMU1
ENSG00000136003.14,0.798788940269672,0.732775993403358,0.870748737460239,3.31156834830721e-07,0.742902588925153,0.620004110685777,0.890162253958675,0.00127742841759806,ISCU
ENSG00000082153.16,1.22907429474817,1.1401257846304,1.3249622474773,7.39117327584681e-08,1.24756318477589,1.09033091701049,1.427469290035,0.00128991322869293,BZW1
ENSG00000137547.7,1.1540894385368,1.08166503691472,1.23136311768132,1.46437761584441e-05,1.16475796904173,1.06094451899505,1.27872956799974,0.00136467328576436,MRPL15
ENSG00000023734.9,1.20676998595711,1.11250257595375,1.30902510293825,5.92550619904115e-06,1.19504873556129,1.07152864981332,1.33280755546336,0.00136913558304522,STRAP
ENSG00000137575.10,1.14599407905757,1.06832605694495,1.22930861856034,0.000141345716372078,1.15346761814362,1.05648710891235,1.25935047846978,0.00144117570653979,SDCBP
ENSG00000110958.14,1.25629345833937,1.14786377830035,1.37496563904408,7.25651987451587e-07,1.30376712307196,1.10675984137015,1.53584241826031,0.00150583288166626,PTGES3
ENSG00000101557.13,1.17426927307758,1.07931719024017,1.27757469089073,0.000188292652077005,1.18242361388176,1.06612124317315,1.31141332340764,0.00151405591478927,USP14
ENSG00000168374.9,1.17778513934149,1.09033209116949,1.27225259688154,3.22572192695468e-05,1.18338627201069,1.06634134543754,1.31327841199739,0.00153073728269061,ARF4
ENSG00000137133.9,0.908956236492638,0.861773353179482,0.958722426042323,0.000448246105713482,0.888051028166479,0.82512707689627,0.955773541687667,0.00154378858994391,HINT2
ENSG00000175792.10,1.18667172557186,1.10095668944284,1.27906010997067,7.66568736721609e-06,1.185391837932,1.06689858727426,1.31704533701345,0.00155042759738344,RUVBL1
ENSG00000115946.6,1.19309005120496,1.09692443278809,1.29768635626629,3.82897080310354e-05,1.26960493499931,1.09418188555433,1.47315241849209,0.00165336624174028,PNO1
ENSG00000111669.13,1.14502953848753,1.07338949527983,1.221450973551,3.98436515615454e-05,1.14819304167363,1.05338013977572,1.25153988685267,0.00167451106892967,TPI1
ENSG00000104964.13,0.851661957332842,0.796102091996854,0.911099338715057,3.08808778178203e-06,0.822012858875091,0.727375505128774,0.928963287038893,0.00168533078843949,AES
ENSG00000104408.8,1.16279073318899,1.08690917983141,1.24396988660994,1.18487583367605e-05,1.19763423517347,1.0698818074556,1.34064132249399,0.00172645239986554,EIF3E
ENSG00000114686.7,1.21674630034548,1.11363353594093,1.32940640850361,1.41099305563549e-05,1.29953020916794,1.10307934915654,1.53096761881308,0.00172934724230153,MRPL3
ENSG00000115216.12,1.32807906191043,1.19638202929007,1.47427322669793,1.0090218176072e-07,1.31879003219791,1.10893135703702,1.56836321562012,0.0017526734687054,NRBP1
ENSG00000181789.13,1.19474180565677,1.08852089957949,1.31132804407837,0.000180096736409266,1.21671511774949,1.07597895809543,1.37585932013072,0.00176241377451866,COPG1
ENSG00000143149.11,0.877695422373051,0.813304008262176,0.94718487383414,0.000791570935859825,0.877696012182647,0.808768469112507,0.952497926441984,0.00177062092171057,ALDH9A1
ENSG00000123472.11,0.866919555042131,0.792569019495445,0.948244880165626,0.00179888615952912,0.866919555042131,0.792569019495445,0.948244880165626,0.00179888615952912,ATPAF1
ENSG00000100239.14,0.82398343464109,0.760144234049526,0.893184043436015,2.53297939168601e-06,0.77656673673862,0.662541548874983,0.910215967033128,0.00180204439213551,PPP6R2
ENSG00000117614.8,0.855917344944275,0.776235209248818,0.943779015236125,0.00180517158370886,0.855917344944275,0.776235209248818,0.943779015236125,0.00180517158370886,SYF2
ENSG00000055044.9,1.25321473116014,1.15318966615469,1.36191574421036,1.04674717577751e-07,1.3128234100149,1.10606761383701,1.55822780119582,0.00185227869819072,NOP58
ENSG00000106397.10,1.14392768802672,1.0792585122584,1.21247184114945,5.92937280554882e-06,1.16324784111938,1.05738273667685,1.27971215429673,0.00189598152614789,PLOD3
ENSG00000198900.5,1.1858593244939,1.09068511586166,1.28933852405068,6.50795524276636e-05,1.19635761496015,1.06820328882346,1.33988685285698,0.00192688993490672,TOP1
ENSG00000139726.9,1.33624816146163,1.20337117228086,1.48379750997796,5.82087155482089e-08,1.38135109229983,1.12584930060567,1.69483681268124,0.00196206899023563,DENR
ENSG00000187866.7,0.822129271636841,0.754435777240727,0.895896721327487,7.91698711691149e-06,0.801137191979915,0.696210044651827,0.921878110354521,0.0019638487656503,FAM122A
ENSG00000213585.9,1.24159963860511,1.14392299880559,1.34761663520528,2.26227903540958e-07,1.24116462528913,1.08227724311624,1.42337800860852,0.00199303389183087,VDAC1
ENSG00000170606.12,1.19966924423529,1.09244964041595,1.31741202735543,0.000138376788752409,1.19682066818831,1.06777042205945,1.34146786819588,0.00202604576236927,HSPA4
ENSG00000113716.11,1.25663363247696,1.13605174226129,1.39001422869088,9.06625821810523e-06,1.25432276246549,1.08582095541677,1.44897331792162,0.00207963890830176,HMGXB3
ENSG00000101266.15,1.23204831185554,1.12037601232735,1.35485143027373,1.67244452975355e-05,1.23244530909955,1.07869644453248,1.40810832150263,0.00211040076276706,CSNK2A1
ENSG00000070756.12,1.18337944887914,1.11323818304373,1.25794007190867,6.62718390205002e-08,1.24842357020196,1.08368148713152,1.43820986991416,0.0021193637481054,PABPC1
ENSG00000138069.15,1.21783284497261,1.09247409147864,1.3575762115207,0.000376877855477206,1.28444281499867,1.09460316674276,1.5072068080262,0.00215707766767161,RAB1A
ENSG00000173692.11,1.32131548748275,1.1961085640594,1.45962889149174,4.12422307025381e-08,1.30754920556706,1.10136355993881,1.55233474864016,0.00219362741920774,PSMD1
ENSG00000167460.13,1.16765833103193,1.09620668536428,1.24376725323034,1.50099222284427e-06,1.17394925949634,1.05926832704314,1.30104604158137,0.00222972209594345,TPM4
ENSG00000180628.13,0.83620022910672,0.779353674379491,0.897193207839622,6.35618385173869e-07,0.827040782505542,0.731934807068482,0.934504616151397,0.00231324503479176,PCGF5
ENSG00000136238.16,1.21165019431902,1.10994469853297,1.32267508041952,1.77184277945748e-05,1.20219320033948,1.06759663825725,1.35375893774051,0.00236840412455607,RAC1
ENSG00000163162.7,1.16101807708905,1.07456237913693,1.25442971157265,0.000155963120224424,1.20064064811641,1.06683013173459,1.35123476833706,0.00242137010412587,RNF149
ENSG00000147853.15,0.845296864906657,0.788579289793747,0.906093780383083,2.10856049193574e-06,0.833000631525765,0.740192060112067,0.937445954253098,0.00243128480586265,AK3
ENSG00000135446.15,1.09652347008022,1.04432490098794,1.15133108412844,0.000213237310847835,1.12922459397498,1.04379950613779,1.22164091488814,0.00246148329588916,CDK4
ENSG00000161202.16,1.18605687076706,1.09679020394246,1.28258886306351,1.91863209023052e-05,1.32740369541535,1.10478300393855,1.59488384987893,0.0024956034717035,DVL3
ENSG00000163798.12,1.29349590104067,1.14448681280167,1.46190556963538,3.77023072860054e-05,1.30076221162667,1.09622279856064,1.54346573836771,0.00259130595220702,SLC4A1AP
ENSG00000115484.13,1.2358393038245,1.14133923800417,1.33816374135017,1.81583542124699e-07,1.24014796743879,1.07790748096515,1.42680796664059,0.00262383860995032,CCT4
ENSG00000108424.8,1.32658435097584,1.19439584634959,1.47340267938182,1.31386406405439e-07,1.3567951213124,1.11220184718485,1.65517887411958,0.00262566737839968,KPNB1
ENSG00000078674.16,0.871731703857799,0.814572740888234,0.932901538887965,7.27046911391789e-05,0.870486458201025,0.79504559545172,0.953085808218128,0.00271009779691059,PCM1
ENSG00000134684.9,1.31376225297229,1.20967867637778,1.42680142341849,9.16946210920456e-11,1.28597622807994,1.09088801340043,1.51595291072254,0.00273293837917557,YARS
ENSG00000160445.9,0.831090844936663,0.760475333876091,0.908263505427618,4.43003430152649e-05,0.756017371372303,0.629454472367215,0.908027968515641,0.00277070315456578,ZER1
ENSG00000147677.9,1.18351715114775,1.0951976856386,1.27895891803693,2.06226323665625e-05,1.17877610355502,1.0583672429994,1.31288370034441,0.00277304134517722,EIF3H
ENSG00000172757.11,1.18484888748958,1.09208644589997,1.2854906234354,4.54727738914793e-05,1.1815137059865,1.0590456976967,1.31814391056971,0.00281284239768558,CFL1
ENSG00000158417.9,1.17245902925881,1.09221586386337,1.25859751791929,1.08957933798514e-05,1.17909568667775,1.05795821123799,1.31410354735582,0.00289579062489624,EIF5B
ENSG00000095574.10,0.82943603512654,0.76301631373478,0.90163751938542,1.12646005834918e-05,0.84344874849924,0.753913122647594,0.943617732566608,0.0029439206172843,IKZF5
ENSG00000130312.5,0.895782956266872,0.839638861995087,0.955681235181931,0.000860326534285684,0.891007893980804,0.825733978079184,0.96144168486667,0.00294954376957667,MRPL34
ENSG00000161203.12,1.21400711876575,1.11885395469705,1.31725260318984,3.21288892499665e-06,1.23788601564538,1.07532823994963,1.42501771161723,0.00296753041482271,AP2M1
ENSG00000164039.13,0.860214947909584,0.815764233622893,0.907087766425853,2.66266524148688e-08,0.860996690309159,0.780004010273754,0.950399345335611,0.00298524607471746,BDH2
ENSG00000143569.17,1.23462788486083,1.11423483615598,1.36802939974006,5.66715762752e-05,1.37408749914654,1.11373601128956,1.69529981626849,0.00302683183853287,UBAP2L
ENSG00000154767.13,0.856636624794253,0.793795150126768,0.924452998763847,6.86953109332195e-05,0.855401659662683,0.771474305763888,0.94845932507001,0.00303385286257793,XPC
ENSG00000196199.12,0.857302685164525,0.783273048693256,0.938329098922094,0.00083345251496106,0.852521241893691,0.767112315210143,0.947439447222096,0.003052433311202,MPHOSPH8
ENSG00000155438.10,1.22288874140619,1.12816707530578,1.325563302273,9.99744736825212e-07,1.29555085531577,1.09141167700144,1.53787251325809,0.00307803640189174,NIFK
ENSG00000102178.11,1.12575736512317,1.04044197194603,1.21806855096268,0.00321991364398338,1.12575736512317,1.04044197194603,1.21806855096268,0.00321991364398338,UBL4A
ENSG00000197858.9,1.10035843712749,1.03240598417873,1.17278348703183,0.00327618939606968,1.10035843712749,1.03240598417873,1.17278348703183,0.00327618939606968,GPAA1
ENSG00000090520.9,1.17426106386294,1.08820015152851,1.26712815116568,3.52616398724635e-05,1.20827753411174,1.06501995185076,1.3708049289613,0.00330044388776435,DNAJB11
ENSG00000079332.13,1.16471941193307,1.05204369119232,1.28946289958383,0.00331099685485442,1.16471941193307,1.05204369119232,1.28946289958383,0.00331099685485442,SAR1A
ENSG00000130254.10,0.822080416649769,0.750577195752882,0.900395342761735,2.44439818672456e-05,0.781064824638101,0.662238648496891,0.921212106348111,0.00333990334325189,SAFB2
ENSG00000188976.9,1.1432628483745,1.05988171985341,1.2332035886553,0.000529935631610277,1.14957672750368,1.04714358887351,1.26203002764859,0.00341818301581285,NOC2L
ENSG00000107829.12,0.850642002913653,0.790810988615906,0.914999699722682,1.37887942107515e-05,0.836277617308857,0.741854550436798,0.942718829182892,0.00344508787517603,FBXW4
ENSG00000133398.3,1.14465323510444,1.0632180026611,1.23232584978406,0.000333319889549267,1.21328987671059,1.06586181526752,1.38110991860511,0.00344528910797637,MED10
ENSG00000239857.5,1.11900627711096,1.04518391245928,1.19804278776871,0.00124179185644868,1.11838782989479,1.03747600759297,1.20560989256871,0.00349843530876567,GET4
ENSG00000141026.5,0.839653359483576,0.768995859363186,0.916803069233544,9.75051470736062e-05,0.819961238814741,0.717547855630646,0.936991767005833,0.00354515352188372,MED9
ENSG00000143436.9,1.20656074043034,1.10688137030575,1.31521666133532,1.97116910569124e-05,1.25047299115315,1.07563677315649,1.45372744836051,0.00362793870779686,MRPL9
ENSG00000184009.8,1.19103174835527,1.10044959571022,1.28907005929216,1.47975656146162e-05,1.176598870811,1.05409418804745,1.31334079866059,0.00374234935049585,ACTG1
ENSG00000112335.13,1.1604335985442,1.06868225190463,1.26006222544661,0.000399210820715836,1.16670277820484,1.05113420065902,1.2949777219859,0.00376761404975301,SNX3
ENSG00000106153.12,1.092896231888,1.02899703211271,1.16076347783301,0.00385381423907164,1.092896231888,1.02899703211271,1.16076347783301,0.00385381423907164,CHCHD2
ENSG00000004897.10,1.24587085393222,1.1334972575174,1.36938503766426,5.16061694023668e-06,1.3123004591396,1.09126163028871,1.57811146956793,0.00387707794477561,CDC27
ENSG00000028528.13,0.78665398084341,0.71009678017608,0.871464993015934,4.35656372904674e-06,0.796171495915804,0.681952010518326,0.929521492908297,0.0039143049476947,SNX1
ENSG00000115091.10,1.20388308304263,1.0978030205442,1.32021359981116,8.0584355074324e-05,1.27879323396863,1.08190563344034,1.51151087922875,0.00394123836251247,ACTR3
